є “–јЌ—ј ÷≤ѓ;ƒј“ј; ќƒ ѕЋј“Ќ» ;Ќј«¬ј ѕЋј“Ќ» ј;ћ‘ќ ѕЋј“Ќ» ј;ЅјЌ  ѕЋј“Ќ» ј; ќƒ ќƒ≈–∆”¬ј„;Ќј«¬ј ќƒ≈–∆”¬ј„;ћ‘ќ ќƒ≈–∆”¬ј„;ЅјЌ  ќƒ≈–∆”¬ј„;—”ћј;ѕ–»«Ќј„≈ЌЌя ѕЋј“≈∆”
9301438;14.12.2015;05398131;≤н-т сорбц≥њ та проблем ендоекол.ЌјЌ”;820019;√”ƒ —” у м. иЇв≥;02070921;Ќац,техн,унiверситет ”крањни" ѕI",’iмi;820019;√”ƒ —” у м. иЇв≥;20000,00;"#6541030#,#2281#,#Ћабораторне визначен ефективн,очищенн€ води унiверсальним однораз,фiльтром#,#з-но актає2вiд11,12,15рдогє22-15вiд11,09,15р#,#в т.ч.ѕƒ¬-3333,33#"
11116023;25.12.2015;21656169;–ЌЅќ”;820172;ƒ —”;02070921;Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;19000,00;"#6501010#,#2240#,#за посл.з розр.техн.завд. на ≥нф.-анал. сист.√ол. сит.цент.#,#зг.уг.8615   25.11.15 (акт.2 24.12.15)  ƒЅ 25010100#,#в т,ч.ѕƒ¬- 3166,67#"
9783823;17.12.2015;37485511;”ѕ—«Ќ —олом'€нськоњ –ƒј;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”  ѕI;820019;√”ƒ —” у м. иЇв≥;17360,20;"#2501200#,#2730#,# омпенсацiйнi виплати по „ј≈— за листопад-грудень  2015 р., згiдно розрахунку є 821  вiд 26.11.2015 р.  #,#без ѕƒ¬#"
8819430;10.12.2015;21656472;√÷— ;811039;√”ƒ —” у ∆итомирськ≥й област≥;02070921;Ќ“”” " ињв.полiтехнiчний iнститут";820019;√”ƒ —” у м. иЇв≥;17001,00;"#6381050#,#2240#,#за створенн€ системи захисту iнформацiњ#,#акт  є1 вiд 09.12.15 р.i дог.є10615   вiд 19.11.15 р.#,#у т.ч. ѕƒ¬- 2833,50#"
10080313;21.12.2015;02010936;Ќ‘а”;851011;√”ƒ —” у ’арк≥вськ≥й област≥;02070921;Ќћ "I-т пiс€дипл.освiти"Ќ“””" ѕI";820019;√”ƒ —” у м. иЇв≥;16500,00;"#2301070#,#2282#,#навч.посл.з пiдв.квал.працiвн.за прогр."“ехнол.розр.дист.курс."#,#уг.31-ѕ  вiд 02,11,15р.акт1 вiд 11,12,15р.#,#без ѕƒ¬#"
11690084;29.12.2015;00013540;–ахункова палата;820172;ƒ —”;02070921;Ќ“”” " ињвський пол≥техн≥чний ≥нститут;820019;√”ƒ —” у м. иЇв≥;15996,00;"#6511010#,#2240#,#ќпл.посл.атестац.компл“«≤#,#зг.д.7015Ћ 07/10/15, д.у1в≥д7/12/15,акт2“«≤в≥д23/12/15, ѕ ¬2201040,бал568,код.дох25010100#,#¬т.ч. ѕƒ¬2666,00#"
10515204;23.12.2015;05417377;≤Ќћ ≥м.¬.ћ.Ѕакул€ ЌјЌ”;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“” ”крањни" ињвський полiтехнiчний iн;820019;√”ƒ —” у м. иЇв≥;15501,00;"#6541030/1#,#2281#,#15501,00#,#ќплата посл.створен.комплексноњ системи захисту iнформац.#зг. акту є12 вiд22.12.15р. по дог. 9315 вiд 04.12.15р#,#ѕƒ¬-2583,50грн#"
8473812;04.12.2015;05416923;≤≈« ≥м.™.ќ.ѕатона ЌјЌ ”крањни;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“””  ѕI;820019;√”ƒ —” у м. иЇв≥;15000,00;"#6541030#,#2281#,#15000,0#,#за iнстумент.крнтроль... #,#зг.дог.9915Ћ/83-01 вiд 02.12.15 р.#,#акт вик.роб.бн вiд 03.12.15 р.#,#ѕƒ¬ 2500,0грн.#"
11689315;29.12.2015;00034051;√ѕ”;820172;ƒ —”;02070921;Ќ“”” " ињвський пол≥техн≥чн. ≥нститут";820019;√”ƒ —” у м. иЇв≥;14004,00;"#0901010#,#2240#,#ќплата за пров.перв.держ.експерт.сист.захисту ≥нформ.#,#акт б/н вiд 25.12.15#,#дог.9615≈ в≥д 17.12.15 в т.ч. ѕƒ¬-2 334.00#"
11206396;28.12.2015;00034051;√ѕ”;820172;ƒ —”;02070921;Ќ“”” " ињвський пол≥техн≥чн. ≥нститут";820019;√”ƒ —” у м. иЇв≥;14004,00;"#0901010#,#2240#,#ќплата за пров.дод.держ.експерт.сист.захисту ≥нформ.#,#акт б/н вiд 25.12.15#,#дог.9715≈ в≥д 18.12.15 в т.ч. ѕƒ¬-2 334.00#"
11115503;25.12.2015;21656169;–ЌЅќ”;820172;ƒ —”;02070921;Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;14000,00;"#6501010#,#2240#,#за посл.з розр.техн.завд. на ≥нф.-анал. сист.√ол. сит.цент.#,#зг.уг.8615   25.11.15 (акт.2 24.12.15)  ƒЅ 25010100#,#в т,ч.ѕƒ¬- 2333,33#"
6440036;16.11.2015;37485511;”ѕ—«Ќ —олом'€нськоњ –ƒј;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”  ѕI;820019;√”ƒ —” у м. иЇв≥;13652,78;"#2501200#,#2730#,# омпенсацiйнi виплати по „ј≈— за жовтень 2015 р., згiдно розрахунку є 735 вiд 23.10.2015 р.  #,#без ѕƒ¬#"
8370160;03.12.2015;14282798;Ќац.≥нститут стратег≥чних досл≥джень;820172;ƒ —”;02070921;Ќ“”” ”кр." ињвськ.пол≥техн.≥нститут";820019;√”ƒ —” у м. иЇв≥;13098,00;"#0301080# #2281# #посл.створ.комплекс.сист.зах. з викор.комп.сист Ќ“”” " ѕ≤" 2201040 Ќƒ÷"“≈«≤—"  ƒЅ 25010100# #дN7615  06.10.15 акт N1 30.11.15# #ѕƒ¬-2183,00#"
3819645;22.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;12425,75;"#2201380#,#2273#,#¬iдшкод.витр.на електроен. за 08.2015#,#зг.дог. вiд 01.10.2015є78/243,акту вiд 12.10.2015 є5113,(2201160, є498)#,#без ѕƒ¬#"
4861963;29.10.2015;00026620;ћ«— ”крањни;820172;ƒ —”;02070921;Ќац≥ональний техн≥чний ун≥верситет ”кр;820019;√”ƒ —” у м. иЇв≥;12000,00;"#1401010#,#2240#,#ќпл.посл.з≥ створен.компл.системи зах. ≥нформ#,#дог.3515 /01.10.15р.,акт 1/12.10.15р.,  ƒЅ25010100#,#¬ т.ч. ѕƒ¬ 2000.00#"
5457696;05.11.2015;03494349;÷ентр.держарх.вищих орган.влади ”крањн;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“””" ѕI"(Ќƒ÷"“≈«I—");820019;√”ƒ —” у м. иЇв≥;11604,00;"#03494349##3609030##2240-11604,00##„ас.оп супров.процед.дек.комп.систем.захисту служ.iнф## зг.д.є3915Ћ≈вiд29.06.15 та акту б/н вiд02.11.15р##в т.ч.ѕƒ¬-1934,00#"
9568743;16.12.2015;38610079;√” ƒ—Ќ— ”крањни у ѕолтавськ≥й област≥;831019;√”ƒ —” у ѕолтавськ≥й областi;02070921;Ќ“”” " ѕI"  (Ќƒ÷ " “≈«I—");820019;√”ƒ —” у м. иЇв≥;11400,00;"#1006280#,#2240-11400,00#,#«а проведенн€ держ.експертизи#, #рах.та ј¬– є568/11/19 вiд 15.12.15р. ƒ є5815≈/141юр/101 вiд 26.11.2015р.#,#в т.ч.ѕƒ¬-1900,00#"
3126546;15.10.2015;00026620;ћ«— ”крањни;820172;ƒ —”;02070921;Ќац≥ональний техн≥чний ун≥верситет ”кр;820019;√”ƒ —” у м. иЇв≥;10998,00;"#1401010#,#2240#,#опл.посл.з випроб.коп≥юв.-розмнож.апарату#,#дог.2315Ћ/24.09.15р., акт 1 в≥д 07.10.15р.#,#¬ т.ч. ѕƒ¬ 1833.00#"
6876966;20.11.2015;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";899998;;10879,83;"*10102070921ѕƒ¬ за жовтень 2015р 2201040  ≈ ¬ 2281 (2800) б.488 "
8934001;10.12.2015;39422888; ињвська м≥ська митниц€ ƒ‘—;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;10002,00;"#3301010#,#2240-10002,00#,#ƒог.10115Ћ/159с вiд 19.11.15р,акт 1 вiд 08.12.15.#,#за iнструм.контроль захищ.об'Їкта iнформ.#,#¬т.чѕƒ¬-1667,00#"
5602942;09.11.2015;02070693;¬≥нницький нац.техн≥чний ун≥верситет;802015;√”ƒ —” у ¬≥нницьк≥й област≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;10000,00;"#2201040#,#2281#,#проведенн€ держ.експертизи  —«I в ј— класу "1"#,#зг.акта є 1вiд 04.11.15р.,дог. є5212/1/8115≈ вiд 04.11.15р#,#ѕƒ¬-1666,67#25010100"
10513110;23.12.2015;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";899998;;9862,33;"*10102070921ѕƒ¬ за листопад 2015р 2201040  ≈ ¬ 2281 (2800) б.488 "
5804415;10.11.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;8745,24;"#2201380#,#2273#,#¬iдшкод.витр.на електроен. за 09.2015#,#зг.дог. вiд 01.10.2015є78/243, акту вiд 03.11.2015 є5569 (2201160, є498)#,#без ѕƒ¬#"
2764807;12.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“””" ѕI";820019;√”ƒ —” у м. иЇв≥;8502,00;"#2201010#,#2240#,#посл.з чергов.атест.комплекс.сис-ми захисту iнформ.автоматиз-њ сис-ми клас.1#,#дог.1015Ћ вiд06,10,15р.актє1вiд06,10,15р.#,#в т.ч.ѕƒ¬-1417,00#"
6706879;19.11.2015;37992030;√”ƒ —” у ћиколањвськ≥й област≥;826013;√”ƒ —” у ћиколањвськiй областi;02070921;Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;8004,00;"#3504010#,#2240#,#опл.за ≥нструм.контр.захищеност≥ об'Їкта електр.-обчис.техн≥ки#,#зг.акту б/н в≥д17.11.15, дог.є8915Ћ/67 в≥д29.10.15#,#¬.т.ч.ѕƒ¬ 1334,00#"
9906671;18.12.2015;37977599;√”ƒ —” у “ерноп≥льськ≥й област≥;838012;√”ƒ —” у “ерноп≥льськ≥й областi;02070921;Ќ“”  ”крањни " ињвський пол≥техн≥чний;820019;√”ƒ —” у м. иЇв≥;8004,00;"#3504010#, #2240-8004,00#,#«а ≥нструментальний контоль захист.об"Їкта ≈ќ“ #, #«г. акту є б/н в≥д 17.12.15, дог. є10015K/52 в≥д 09.12.15р#, #ѕƒ¬-1334,00#"
11033006;25.12.2015;02071180;Ќ“” "’ѕ≤";851011;√”ƒ —” у ’арк≥вськ≥й област≥;02070921;Ќ“””" ѕI";820019;√”ƒ —” у м. иЇв≥;8000,00;"#2201160#,#2282#,#за осв≥тн≥ послуги#,#,акт 7 в≥д 24.12.15р.,уг 7/15 в≥д 19.11.15р.,#,#б/пдв#"
8934711;10.12.2015;03767831;”правл≥нн€ "”крспортзабезпеченн€";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” ÷‘¬— " ињвс. полiтехнiч.iнст.;820019;√”ƒ —” у м. иЇв≥;7920,00;"#3401220#,#2240#,#опл. посл. з використ.сп.сп#,#зг.актє255вiд08.12.15,кошт.255/9ƒог.є1-255/9 вiд02.12.15##ѕƒ¬-1320,00#"
9550151;16.12.2015;37918230;√”ƒ —” у  ≥ровоградськ≥й област≥;823016;√”ƒ —” у  ≥ровоградськ≥й област≥;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;7800,00;"#3504010#2240#«а над.посл. по ≥нстр.контр.захищ.об"Їкта ≈ќ“#актє1 в≥д 14.12.2015#,дог є9015Ћ/281в≥д 10.11.15#,#¬ т.ч. ѕƒ¬ 1300.00#"
8686821;09.12.2015;02909915;ѕрокуратура ¬олинськоњ област≥;803014;√”ƒ —” у ¬олинськ≥й област≥;02070921;Ќ“”” " ѕ≤" Ќƒ÷"“≈«≤—";820019;√”ƒ —” у м. иЇв≥;7500,00;"#0901010#,#2240-7500,00#,#за посл.з ≥нструмент.контролю захищеност≥ об'Їкта ≈ќ“#,#зг.дог.є10315Ћ вiд 04.12.15 та акту є1 вiд 04.12.15#,#в т.ч.ѕƒ¬-1250,00#"
6672412;19.11.2015;37976485;√”ƒ —” у ∆итомирськ≥й област≥;811039;√”ƒ —” у ∆итомирськ≥й област≥;02070921;Ќ“”” "  ѕ≤ ";820019;√”ƒ —” у м. иЇв≥;7002,00;"#3504010#, #2240#, #за над.посл.черг.атест.компл.“«≤ на об.≈ќ“ √”ƒ —” у ∆итом.обл.#,#јкт.N1 в≥д 18.11.15ƒ,N221 в≥д 21.10.15#,#  ѕƒ¬- 1167,00 грн.#"
5143522;30.10.2015;39629871;ƒѕћ при Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;7000,00;"#110202#,#2273 - 7000,00#,#¬iдшкодуванн€ електроен. за 10.2015р.#,#акт є6 вiд 20.10.2015р., дог.є1 вiд 19.03.2015р.#,#ѕƒ¬-1166,67#,#ƒл€ б.н.498#"
8148276;30.11.2015;39629871;ƒѕћ при Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;7000,00;"#110202#,#2273 - 7000,00#,#¬iдшкодуванн€ електроен. за 11.2015р.#,#акт є7 вiд 20.11.2015р., дог.є1 вiд 19.03.2015р.#,#ѕƒ¬-1166,67#,#ƒл€ б.н.498#"
10511606;23.12.2015;39629871;ƒѕћ при Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;7000,00;"#110202#,#2273 - 7000,00#,#¬iдшкодуванн€ електроен. за 12.2015р.#,#акт є8 вiд 10.12.2015р., дог.є1 вiд 19.03.2015р.#,#ѕƒ¬-1166,67#,#ƒл€ б.н.498#"
9486166;15.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;6842,40;" ѕ ¬  2201160,  ≈ ¬ 2282(2240)за послуги з друку журналу є4-2015р., акт є216 вiд 10.12.15р. б/н є588, дог.є 30 вiд 02.03.2015р., без ѕƒ¬"
3120375;15.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;6842,40;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) за послуги з друку журналу є3-2015р., акт є165 вiд 12.10.15р. б/н є588, дог.є 30 вiд 02.03.2015р., без ѕƒ¬"
9113325;11.12.2015;25884905;”¬ƒ ‘——Ќ¬ у м. иЇвi;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“” ”крањни " ѕ≤";820019;√”ƒ —” у м. иЇв≥;6513,52;"#xxxx,52#, #¬≥дшк. шкоди по листу непрац - Ўульг≥н—ерг≥й —ерг≥йович#, #зг.пост. єxxxx/xxxx/xxxx/2 в≥д 08.12.15 р.#, #Ѕез ѕƒ¬#"
10505166;23.12.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;6245,04;"#2201380#,#2272#,#¬iдш.витр.за вод. за 11.2015#,#зг.дог. вiд 01.10.2015є78/243,ƒ”є1вiд 03.11.15, акту вiд 17.12.2015 є6702(2201160, є498)#,#без ѕƒ¬#"
11207016;28.12.2015;37507880;ƒержстат;820172;ƒ —”;02070921;Ќ“”” " ињвс.полiтехнiчний iн-т";820019;√”ƒ —” у м. иЇв≥;5040,00;"#1207010#,#2282#,#опл.посл.пiдв.квал.прац.пит.зах.iнф.23.11-04.12.2015#,#дог.є59 18.11.15акт є2700/35-к 04.12.15  ƒЅ25010100при‘“I Ќ“””" ѕI"б/н 558#,#Ѕезѕƒ¬#"
11123883;25.12.2015;05417503;≤ѕћћ ≥ систем ЌјЌ”;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI" Ќƒ÷ "“≈«I—";820019;√”ƒ —” у м. иЇв≥;5004,00;"#6541030#,#2281-5004,00#,#за надан.посл.в гал.“«I#,#aктє1  вiд 24.12.15#,#д.є7315Ћ вiд 24.12.15#, #ѕƒ¬-834.00#,#Ќ“”” ѕI#,# ѕ ¬2201040#,#бал.є568#, #25010100#"
10771571;24.12.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;4402,86;"#2201380#,#2240#,#¬iдш.експл.витр.за12.2015#,#зг.дог. вiд 01.10.15є78/243,дод.уг.є1вiд 03.11.15, акту вiд 17.12.15 є6432,  ƒЅ25010200 (2201160, є498)#,#без ѕƒ¬#"
3996403;23.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;4355,52;"#2201380#,#2240#,#¬iдшкод.експл.витр.за 09.2015#,#зг.дог. вiд 01.10.2015є78/243, акту вiд 12.10.2015 є5161,  ƒЅ 25010200 (2201160, є498)#,#без ѕƒ¬#"
8565632;07.12.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;4355,52;"#2201380#,#2240#,#¬iдш.експл.витр.за11.2015#,#зг.дог. вiд 01.10.15є78/243,дод.уг.є1вiд 03.11.15, акту вiд 01.12.15 є5996,  ƒЅ25010200 (2201160, є498)#,#без ѕƒ¬#"
6307811;13.11.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;4355,52;"#2201380#,#2240#,#¬iдш.експл.витр.за10.2015#,#зг.дог. вiд 01.10.15є78/243,дод.уг.є1вiд 03.11.15, акту вiд 03.11.15 є5466,  ƒЅ25010200 (2201160, є498)#,#без ѕƒ¬#"
6299814;13.11.2015;03494349;÷ентр.держарх.вищих орган.влади ”крањн;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“””" ѕI"(Ќƒ÷"“≈«I—");820019;√”ƒ —” у м. иЇв≥;3900,00;"#03494349##3609030##2240-3900,00##ќпл пов. супров.процед.дек.комп.систем.захисту служ.iнф## зг.д.є3915Ћ≈вiд29.06.15 та акту б/н вiд02.11.15р##в т.ч.ѕƒ¬-650,00#"
9629069;16.12.2015;37508596;ћ≥некономрозвитку ”крањни;820172;ƒ —”;02070921;Ќац≥ональний “ехн≥чний ун≥верситет ”кр;820019;√”ƒ —” у м. иЇв≥;3640,00;"#1201010#,#2282#,#посл.осв≥т€нс.допом.(навчан) з 19.10.15.по 30.10.15.  ƒЅ25010100#, #акт30.10.15є2700/16-к,ƒог02.12.15є105#,безѕƒ¬#"
7278805;25.11.2015;37534799;ƒѕт— ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;3640,00;"#3606010#,#2282#,#ќпл.за навч.на курсах при ‘“≤ Ќ“””" ѕ≤"за напр."«ахист ≥нф-њ на об.≤ƒ"#,#зг.а.2700/31-к 20.11.15,д.2700/11-  15.10.15,  ƒЅ 25010100#,#Ѕез ѕƒ¬#"
5804696;10.11.2015;37534799;ƒѕт— ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;3640,00;"#3606010#,#2282#,#ќпл.за навч.на курсах при ‘“≤ Ќ“””" ѕ≤"за напр."«ахист ≥нф-њ в ≤“—"#,#зг.акт2700/11-к 30.10.15,дог.2700/11-  15.10.15,  ƒЅ 25010100#,#Ѕез ѕƒ¬#"
7274775;25.11.2015;34999976;¬ƒ¬— √олосiњвського –”ё у м.  иЇвi;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“” " ѕI";820019;√”ƒ —” у м. иЇв≥;3487,04;"ѕер.боргу розп.єxxxx/¬-318.11.15 ¬/ƒє752/xxxx/14-ц вiд 24.07.15 з ™горова ¬олодимира Iгоровича на кор.Ќ“” " ѕI" #Ѕезѕƒ¬"
3276350;16.10.2015;37485511;”ѕ—«Ќ —олом'€нськоњ –ƒј;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”  ѕI;820019;√”ƒ —” у м. иЇв≥;3230,00;"#2501200#,#2730#,# омпенсацiйнi виплати по „ј≈— за вересень 2015 р., згiдно розрахунку є662  вiд 25.09.15 #,#без ѕƒ¬#"
8822864;10.12.2015;21656472;√÷— ;811039;√”ƒ —” у ∆итомирськ≥й област≥;02070921;Ќ“”” " ињв.полiтехнiчний iнститут";820019;√”ƒ —” у м. иЇв≥;3000,00;"#6381050#,#2240#,#за створенн€ системи захисту iнформацiњ#,#акт  є1 вiд 09.12.15 р.i дог.є10615   вiд 19.11.15 р.#,#у т.ч. ѕƒ¬- 500,00#"
9478685;15.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;2738,16;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є2265 вiд 15.12.15р.,бнє 510, дог.є348-а/15, ѕƒ¬-456,36"
3996042;23.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;2669,51;"#2201380#,#2240#,#¬iдшкод.експл.витр.за 08.2015#,#зг.дог. вiд 01.10.2015є78/243, акту вiд 12.10.2015 є5158,  ƒЅ 25010200, (2201160, є498)#,#без ѕƒ¬#"
8937939;10.12.2015;39411771;ƒержгеокадастр;820172;ƒ —”;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;2520,00;"#2755010#,#2282#,#послуги з п≥двищенн€ квал≥ф≥кац≥њ#, #зг.дог.2700/17-к/89-√ в≥д 23.11.15,акт 1 в≥д 04.12.15#, #без ѕƒ¬#,#  ƒЅ 25010100#"
9059928;11.12.2015;05408102;“Ќ“” ≥мен≥ ≤.ѕулю€;838012;√”ƒ —” у “ерноп≥льськ≥й областi;02070921;Ќ“””  " ѕI";820019;√”ƒ —” у м. иЇв≥;2520,00;"#2201160#,#2282-2520.00#,#ќплата за навч.зан€тт€ з пiдвищ.квалiфiкацiњ прцiвника зг. актує2700/37-квiд04.12.15р. та дог.є2700/18-квiд23.11.15р.#,#Ѕез ѕƒ¬.#"
8794388;09.12.2015;00015622;ћ≥н≥стерство юстиц≥њ ”крањни;820172;ƒ —”;02070921;Ќ“””  " ѕ≤" ‘“≤;820019;√”ƒ —” у м. иЇв≥;2520,00;"#3601010#,#2282-2520,00#,# ≈ ƒ-25010100, за п≥двищ. квал≥ф. кадр≥в-навч. на курсах при ‘“≤#,#јкт є2700/40-к в≥д 04.12.15, ƒог.є2700/16-  в≥д 09.11.15#,#без ѕƒ¬#"
11192549;28.12.2015;25882900;ƒќ” Ќћ÷;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;2268,00;"#2201510#,#2240-2268,00#,#плата за послуги iнтернету зг.дог. ј-159“-3 вiд 30.01.2015 , акту єј-159“-3/12-2015 вiд 17.12.2015#,#в т.ч.ѕƒ¬-378,00#"
7866005;27.11.2015;25882900;ƒќ” Ќћ÷;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;2268,00;"#2201510#,#2240-2268,00#,#послуги доступу до iнтернету зг.д.у.1 до у.єј-159“-3 вiд 25.11.2015 , акту є ј-159“-3/11-2015 вiд 26.11.2015#,#в т.ч.ѕƒ¬-378,00#"
11686941;29.12.2015;03767831;”правл≥нн€ "”крспортзабезпеченн€";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” ÷‘¬— " ињвс. полiтехнiч.iнст.;820019;√”ƒ —” у м. иЇв≥;1920,00;"#3401220#,#2240#,#опл. посл. з використ.сп.сп#,#зг.актє529вiд28.12.15,кошт.529/2ƒог.є1-529/2вiд21.12.15##ѕƒ¬-320,00#"
7276575;25.11.2015;37203257;ƒн≥провська –ƒј в м. иЇв≥;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;1820,00;"#010117#,#2282#,#ќпл.за навчанн€ на курсах при ‘“I  Ќ“”” " ѕI",б/н 558#,#ƒог.є2700/13-к вiд 16.10.15.јкт є2700/32-к вiд 20.11.15#,#Ѕез ѕƒ¬.#"
5920635;11.11.2015;37203257;ƒн≥провська –ƒј в м. иЇв≥;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;1820,00;"#010117#,#2282#,#ќпл.за навчанн€ на курс.пiдвищ.квалiфiкацiњ#,#ƒог.є2700/12 вiд 16.10.15.јкт є2700/26-к вiд 30.10.15#,#Ѕез ѕƒ¬.#"
5248213;03.11.2015;14292513;√” ƒержфельдслужби;820172;ƒ —”;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;1820,00;"#6641120#,#2282#,#проходж.навч(переп≥дг.та п≥дв.квал≥ф.в галуз≥ ≥нформ.безп.)#,#акт є2700/12-к в≥д 30.10.15р.,дог.є2700/06-к/75/03 в≥д 08.10.15р.#,#без ѕƒ¬#"
8161313;30.11.2015;00015622;ћ≥н≥стерство юстиц≥њ ”крањни;820172;ƒ —”;02070921;Ќ“””  " ѕ≤" ‘“≤;820019;√”ƒ —” у м. иЇв≥;1820,00;"#3601010#,#2282-1820,00#,# ≈ ƒ-25010100, за п≥двищ. квал≥ф≥к. кадр≥в-навч. на курс. при ‘“≤#,#јкт є2700/34-к в≥д 20.11.15.ƒог.є2700/15-  в≥д 09.11.15#,#без ѕƒ¬#"
5134564;30.10.2015;33599831;— ”;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;1800,00;"#3401280#,#2610#,#сем. з фiтнесу (оренда зали дл€ практ.зан€ть)#,#з-но дог.є65/42 вiд 29.10.15.,актє1/65 вiд 29.10.15., розп.є60 вiд 21.09.15, п.2#,#ѕƒ¬-300.00#"
9300108;14.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;1786,30;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є2259 вiд 03.12.15р.,ѕƒ¬-297,72"
