№ ТРАНСАКЦІЇ;ДАТА;КОД ПЛАТНИК;НАЗВА ПЛАТНИКА;МФО ПЛАТНИКА;БАНК ПЛАТНИКА;КОД ОДЕРЖУВАЧ;НАЗВА ОДЕРЖУВАЧ;МФО ОДЕРЖУВАЧ;БАНК ОДЕРЖУВАЧ;СУМА;ПРИЗНАЧЕННЯ ПЛАТЕЖУ
12894197;28.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;23494714;ПАТ "Альфа-Банк";300346;ЗАТ "АЛЬФА-БАНК", М.КИЇВ;6782,85;"220116022822111 Перерах.з/пл на картки за 2пол.01.2016 згiдно дог.№17826 вiд 10.01.13, б.500 без ПДВ."
12666242;27.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;38050812;УДКСУ у Солом`янському р-нi у м. Києвi;820019;ГУДКСУ у м.Києві;6749,83;"*10102070921 2281 (2111) Податок на доходи найманих працiвникiв iз з/п за сiчень 2016р. згiдно контрактiв., Б. 573, 2201040"
14050782;15.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;39440996;МГУ ДФС-ЦЕНТР.ОФIС З ОВП;820019;ГУДКСУ у м.Києві;6703,84;"* 101020709212201040 2281(2120) Єдиний внесок, iз з/п по контракту за першу пол. 02.16р. рег.№26040109029 б/н 501"
14042145;15.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;23494714;ПАТ "Альфа-Банк";300346;ЗАТ "АЛЬФА-БАНК", М.КИЇВ;6630,00;"220104022812111 Перерахування з/п на картки за першу пол. 02.16р. по дог. 15915 вiд 12.01.12р. б/н 501 без ПДВ."
14040273;15.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;14361575;ПАТ"КРЕДI АГРIКОЛЬ БАНК";300614;АТ "ІHДУСТРІАЛЬHО-ЕКСПОРТHИЙ БАHК";6620,00;"220104022812111 Перерахування з/п на картки за першу пол. 02.16р. дог. 20-84/19 вiд 03.08.04р. б/н 501 без ПДВ."
12922106;28.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;37888409;УДКСУ м.Скадовськ;852010;ГУДКСУ у Херсонській області;6515,48;"*101020709212201160,2282(2111)-Податок на доходи найманих працiвникiв iз з/пл за 2пол.01.2016, б.500 (Лазурнянська селищна рада)"
14291224;18.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;38050812;УДКСУ у Солом'янському р-нi м.Києва;820019;ГУДКСУ у м.Києві;6375,58;"*10102070921Податок на доходи найманих працiвникiв iз з/пл.за лютий 2016р.по контракту 2201040 2281(2111)б.546"
14053783;15.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;21705696;ПАТ КБ "Приватбанк";300711;ЗАТ КБ ПРИВАТБАНК ПЕЧЕРСЬКА Ф.УМ.КИЄВІ;6300,00;"220116022822111 Перерах.з/пл на карткиза 1пол.02.2016дог.№520 вiд 22.07.09 б.490без ПДВ."
14289712;18.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;24095427;ТОВ "В. М.";380582;;6290,52;"220116022822210опл.за фотоцилiндрзг. д.№ВТ-1544 вiд 22.06.2015р.,д.у.№1,2 та нак.№НЗК00304423 вiд 09.02.2016р.б. 588в т.ч. ПДВ -1048,42грн."
12905987;28.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;38050812;УДКСУ у Солом'янському р-нi м.Києва;820019;ГУДКСУ у м.Києві;6227,27;"*10102070921Податок на доходи найманих працiвникiв iз з/пл.за сiчень 2016р.по контракту 2201040 2281(2111)б.546"
12263842;20.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;38050812;УДКСУ у Солом`янському р-нi;820019;ГУДКСУ у м.Києві;6199,95;"*101020709212201160,2282(2111)- Вiйськовий збiр iз з/пл за 1пол.01.2016, б.491"
12672416;27.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;39440996;МГУ ДФС-ЦЕНТР.ОФIС З ОВП;820019;ГУДКСУ у м.Києві;6074,73;"* 101 02070921 2201040,2281(2120)Єдиний внесок iз з/пл. зг. контр. за 01/2016р.,Б 545   "
14043315;15.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;21705696;ПАТ КБ "Приватбанк";300711;ЗАТ КБ ПРИВАТБАНК ПЕЧЕРСЬКА Ф.УМ.КИЄВІ;6060,00;"220104022812111 Перерахування з/п на картки за першу пол. 02.16р. дог. 520 вiд 22.07.09р. б/н 501 без ПДВ."
12671163;27.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;01189910;ПАТ"Укртелеком" КМФ;300528;АКБ "РАЙФФАЙЗЕНБАНК УКРАЇНА", М.КИЇВ;6000,00;"2201040 2281 2240 част.телеком.послуги  за 12/2015р. акт звiрки вiд 20.01.2016р.б.487 ПДВ-1000,00грн."
12671202;27.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;21705696;ПАТ КБ "Приватбанк";300711;ЗАТ КБ ПРИВАТБАНК ПЕЧЕРСЬКА Ф.УМ.КИЄВІ;5990,00;"2201040  22812111Перерах. з/пл на картки за 1-у пол. 01.2016р.дог.№520 вiд22.07.09.б.510без ПДВ."
12903177;28.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;09322277;АТ"О/Б" ТВБВ№10026/0164,ф-я ГУ по Києв;322669;ГУ ОЩАДБАНКУ ПО М.КИЄВУ І ОБЛ.;5959,26;"2201160 2282 2111 Перерах.з/пл за 01/2016р.Стрижало Володимиру Олександровичу на о/рах. 5952."
12917869;28.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;39440996;МГУ ДФС-ЦЕНТР.ОФIС З ОВП;820019;ГУДКСУ у м.Києві;5937,04;"*101020709212201160,2282(2120)- Єдиний внесок,нарах.роботодавцями на з/пл за 2пол.01.2016, б.490"
